race_id,race_date,track,distance_m,start_type,track_condition,race_class,program_number,horse_id,driver_id,trainer_id,post_position,carried_weight_kg,prior_finishes,prior_km_times,prior_earnings,prior_opponent_strengths,days_since_last_start,gallop_risk,speed_rating,class_rating,stamina_rating,equipment_change,shoeing_change,market_share,finished_position,did_not_finish
R0012,2023-01-07,T4,3100,auto,soft,C,12,H0063,D040,TR018,12,62.7,,,,,,0.10411180060487386,83.61,82.55,81.79,False,False,0.04741499057847101,6,False
R0013,2023-01-07,T1,2100,auto,hard,B,1,H0088,D024,TR060,1,65.1,,,,,,0.01176028338664629,81.41,83.32,81.79,False,False,0.13757418391050924,7,False
R0013,2023-01-07,T3,2100,auto,hard,A,2,H0103,D026,TR039,2,67.3,4,78.3496488304373,2900.0,0.45677523755741145,4.0,0.11574494728949904,85.85,83.88,84.02,False,False,0.09856344380978013,1,False
R0013,2023-01-07,T2,2100,auto,hard,C,3,H0077,D024,TR002,3,64.4,8,79.27921120061524,200.0,0.7432541712034423,2.0,0.0015550462997982167,80.7,80.96,82.4,False,False,0.0865158242566673,8,False
R0013,2023-01-07,T4,2100,auto,hard,B,4,H0104,D050,TR008,4,62.4,6|7,80.73922668655652|81.26194007501832,1500.0|800.0,-0.05072666946359382|-0.3521335504882296,2.0,0.005250977594376167,74.94,73.57,75.25,False,False,0.014339538443264174,6,False
R0013,2023-01-07,T4,2100,auto,hard,C,5,H0073,D040,TR011,5,66.5,4|6,78.98408300244948|80.55841616727179,2900.0|1500.0,0.28911939868998415|-0.023958380046829514,2.0,0.013471272841411613,81.93,82.05,84.02,False,False,0.06329099505629321,5,False
R0013,2023-01-07,T4,2100,auto,hard,A,6,H0097,D031,TR036,6,65.1,,,,,,0.011773523742072535,76.22,75.12,75.69,False,False,0.03085441245263753,3,False
R0013,2023-01-07,T2,2100,auto,hard,C,7,H0092,D027,TR049,7,64.3,,,,,,0.008917616451666366,79.52,77.48,78.74,False,False,0.05491960772155158,4,False
R0013,2023-01-07,T3,2100,auto,hard,A,8,H0045,D042,TR064,8,62.8,,,,,,0.12124839246404852,81.36,79.84,80.6,False,False,0.5139419943492968,2,False
R0014,2023-01-07,T1,2600,volt,normal,C,1,H0018,D035,TR046,1,62.3,1,78.045273170936,5000.0,0.15188314994674695,2.0,0.040257091239718906,84.51,84.15,85.07,False,False,0.7241881587372353,1,False
R0014,2023-01-07,T1,2600,volt,normal,B,2,H0019,D027,TR079,2,63.3,7,82.5465500163118,800.0,-0.3093465397202384,6.0,0.05466956958241781,79.58,81.98,77.9,False,False,0.016147004811827216,9,False
R0014,2023-01-07,T4,2600,volt,normal,C,3,H0016,D047,TR007,3,65.5,,,,,,0.05074830475648231,84.3,83.33,80.2,False,False,0.026413858637327342,7,False
R0014,2023-01-07,T2,2600,volt,normal,A,4,H0028,D010,TR024,4,64.0,,,,,,0.12217806718789169,82.81,82.33,81.06,False,False,0.02565999432169821,6,False
R0014,2023-01-07,T4,2600,volt,normal,B,5,H0047,D003,TR067,5,64.6,2,78.67651643332377,4300.0,-0.023958380046829514,2.0,0.06484683498778185,80.42,79.07,80.09,False,False,0.08968904185905506,5,False
R0014,2023-01-07,T4,2600,volt,normal,C,6,H0091,D031,TR042,6,66.4,3,79.28048032516055,3600.0,0.35262247229216176,2.0,0.13828943002668206,80.08,79.26,79.36,False,False,0.019546095591095134,4,False
R0014,2023-01-07,T3,2600,volt,normal,A,7,H0036,D015,TR013,7,66.7,9|1,82.10880955791086|78.3068462783376,200.0|5000.0,-0.16811547676037508|0.14481312316794914,2.0,0.04829340975963931,79.93,80.77,80.12,False,False,0.047517283658368305,3,False
R0014,2023-01-07,T3,2600,volt,normal,B,8,H0097,D042,TR017,8,64.6,3,78.12798723316016,3600.0,0.21868859672901295,0.0,0.025985851079289468,74.5,76.83,77.02,False,False,0.012360906584365701,8,False
R0014,2023-01-07,T1,2600,volt,normal,A,9,H0085,D005,TR061,9,62.6,4,79.71750088084981,2900.0,0.15188314994674695,2.0,0.026450890548961062,81.58,82.32,84.54,False,True,0.038477655799027746,2,False
R0015,2023-01-06,T2,2100,volt,normal,A,1,H0062,D006,TR016,1,67.3,5,78.97563895518934,2200.0,-0.003794351596264768,2.0,0.05497424114470235,80.48,79.75,81.28,True,False,0.10974453396219744,3,False
R0015,2023-01-06,T4,2100,volt,normal,C,2,H0037,D053,TR069,2,66.8,3,80.14898452379899,3600.0,-0.07971821090639905,-1.0,0.015566017862398796,74.94,77.19,75.8,False,False,0.0051365591652910315,13,False
R0015,2023-01-06,T4,2100,volt,normal,A,3,H0016,D058,TR049,3,65.9,7,81.42770469089996,800.0,0.08683481889421468,-1.0,0.04382948939499979,82.39,81.08,84.31,False,False,0.05688882958091072,6,False
R0015,2023-01-06,T2,2100,volt,normal,C,4,H0012,D034,TR045,4,62.6,6|6|3,82.09078710524065|80.67261210993604|79.22233574724211,1500.0|1500.0|3600.0,-0.14597170436548626|0.35262247229216176|0.0548240455599036,1.0,0.17645854324069823,79.61,80.57,78.35,False,False,0.05123785258468316,4,False
R0015,2023-01-06,T2,2100,volt,normal,A,5,H0014,D037,TR033,5,65.3,1|7,76.40709423243167|81.38818256304648,5000.0|800.0,0.28911939868998415|0.15188314994674695,1.0,0.059111745929446416,83.21,83.52,83.45,False,False,0.06581230099340925,10,False
R0015,2023-01-06,T2,2100,volt,normal,A,6,H0119,D038,TR009,6,62.5,,,,,,0.019140953108397907,78.83,78.57,78.84,False,False,0.02290857476302529,12,False
R0015,2023-01-06,T3,2100,volt,normal,B,7,H0023,D036,TR030,7,66.3,10,83.94271223632201,200.0,-0.07971821090639905,-1.0,0.09635143235564793,78.9,76.29,76.19,False,False,0.03263852268941033,9,False
R0015,2023-01-06,T2,2100,volt,normal,B,8,H0060,D032,TR034,8,63.6,7|8|12,81.13513617245904|81.36746601235923|81.48040679118107,800.0|200.0|200.0,-0.05072666946359382|0.35262247229216176|0.7432541712034423,1.0,0.17850502987960762,70.85,72.46,70.87,False,False,0.0008904243154914695,14,False
R0015,2023-01-06,T1,2100,volt,normal,C,9,H0019,D059,TR074,9,62.0,7|9,82.5465500163118|82.35755158925663,800.0|200.0,-0.3093465397202384|0.29617316642859054,-1.0,0.10203531097105516,79.87,80.16,78.62,False,False,0.041421955057105775,7,False
R0015,2023-01-06,T3,2100,volt,normal,C,10,H0000,D043,TR024,10,67.3,1,77.00736109981939,5000.0,-0.003794351596264768,2.0,0.13484050588269128,81.08,81.62,83.6,False,False,0.017707524361227522,8,False
R0015,2023-01-06,T1,2100,volt,normal,C,11,H0013,D005,TR011,11,63.5,10|3,81.44053532746047|76.87486936638837,200.0|3600.0,0.28911939868998415|0.15853969107671423,1.0,0.04416608287231985,84.43,87.87,85.74,True,False,0.13084687885181248,5,False
R0015,2023-01-06,T2,2100,volt,normal,A,12,H0045,D023,TR034,12,66.3,2,77.53658294602575,4300.0,0.15853969107671423,-1.0,0.01993321310849885,81.83,83.82,80.34,False,False,0.060702282867385327,11,False
R0015,2023-01-06,T4,2100,volt,normal,B,13,H0030,D058,TR079,13,63.2,3|4,79.21255533559864|80.70345961600395,3600.0|2900.0,-0.23133626495165632|-0.15452948206880215,-1.0,0.01844297676390442,90.18,87.18,86.73,False,True,0.40206741238107974,1,False
R0015,2023-01-06,T2,2100,volt,normal,A,14,H0095,D024,TR038,14,64.3,,,,,,0.0581525448246994,73.04,73.37,75.07,False,False,0.0019963484269704987,2,False
R0016,2023-01-06,T2,1609,auto,normal,B,1,H0044,D059,TR063,1,62.7,,,,,,0.023625820214221247,80.11,81.41,78.72,False,False,0.03060697854491694,6,False
R0016,2023-01-06,T1,1609,auto,normal,C,2,H0030,D016,TR036,2,65.6,3|4|1,79.21255533559864|80.70345961600395|77.1787597491871,3600.0|2900.0|5000.0,-0.23133626495165632|-0.15452948206880215|0.06603069756121605,0.0,0.022849289789367077,89.57,91.23,87.58,False,False,0.5164160952111138,3,False
R0016,2023-01-06,T2,1609,auto,normal,C,3,H0035,D039,TR004,3,62.2,2|4|2,77.38808554279011|80.47813186197932|79.84429286966693,4300.0|2900.0|4300.0,0.28911939868998415|-0.35626397106142593|-0.15452948206880215,-1.0,0.08579121451220671,86.4,85.24,82.58,False,False,0.06506895839322241,5,False
R0016,2023-01-06,T4,1609,auto,normal,A,4,H0106,D009,TR015,4,66.4,5,79.83695176788831,2200.0,-0.3521335504882296,1.0,0.07257511233137662,75.1,74.74,74.33,False,False,0.005777961547380077,7,False
R0016,2023-01-06,T2,1609,auto,normal,B,5,H0032,D055,TR054,5,62.6,,,,,,0.054041291086329754,76.71,78.14,78.95,False,True,0.016128550067864757,8,False
R0016,2023-01-06,T1,1609,auto,normal,A,6,H0002,D019,TR015,6,62.7,,,,,,0.007394125165702856,85.72,83.15,87.55,True,False,0.20011880809130184,1,False
R0016,2023-01-06,T1,1609,auto,normal,A,7,H0085,D048,TR022,7,63.6,4|2,79.71750088084981|78.66780539090823,2900.0|4300.0,0.15188314994674695|0.08683481889421468,-1.0,0.06222006876990846,82.71,81.1,82.58,False,False,0.059140302762393585,2,False
R0016,2023-01-06,T1,1609,auto,normal,B,8,H0079,D019,TR043,8,62.7,4,80.82163819024544,2900.0,-0.07971821090639905,5.0,0.03705570135016615,79.0,79.27,79.78,False,False,0.10674234538180659,4,False
R0017,2023-01-10,T4,2600,auto,normal,B,1,H0113,D002,TR005,1,62.4,,,,,,0.08096555122964051,73.51,74.58,72.49,False,False,0.01901872292222251,8,False
R0017,2023-01-10,T3,2600,auto,normal,C,2,H0100,D048,TR001,2,62.1,,,,,,0.07980773389629559,78.98,78.52,80.21,False,False,0.056628151788971126,1,False
R0017,2023-01-10,T2,2600,auto,normal,A,3,H0117,D018,TR038,3,63.6,9|1,83.51044931909428|77.90504891003894,200.0|5000.0,-0.14597170436548626|-0.46235179266456716,5.0,0.042085238947173864,79.77,80.23,78.45,False,False,0.09817583885622733,3,False
R0017,2023-01-10,T4,2600,auto,normal,C,4,H0040,D016,TR067,4,62.9,6|2|4|1,79.28475095993625|76.44668470771542|79.69341221845413|79.49869303659541,1500.0|4300.0|2900.0|5000.0,0.45677523755741145|0.15853969107671423|-0.023958380046829514|-0.15452948206880215,3.0,0.023819885241296884,83.54,82.89,80.1,True,False,0.3309514738359975,2,False
R0017,2023-01-10,T4,2600,auto,normal,A,5,H0033,D033,TR027,5,64.1,8,80.81765522142985,200.0,0.7375155684670865,7.0,0.02288994367048311,77.24,75.45,78.26,False,False,0.016082229210711216,12,False
R0017,2023-01-10,T2,2600,auto,normal,C,6,H0063,D011,TR005,6,66.2,6,81.74144093963312,1500.0,-0.15452948206880215,3.0,0.03728549711433567,82.35,83.38,83.01,False,False,0.09661285343323929,4,False
R0017,2023-01-10,T2,2600,auto,normal,B,7,H0073,D002,TR018,7,67.5,4|6|5,78.98408300244948|80.55841616727179|79.45459836519588,2900.0|1500.0|2200.0,0.28911939868998415|-0.023958380046829514|0.15853969107671423,3.0,0.08810002260401656,83.19,81.03,81.32,False,False,0.10164826639637535,7,False
R0017,2023-01-10,T1,2600,auto,normal,A,8,H0034,D000,TR039,8,62.8,,,,,,0.10921529795518191,84.22,83.7,80.05,False,False,0.09376931561509733,6,False
R0017,2023-01-10,T2,2600,auto,normal,C,9,H0086,D004,TR015,9,67.0,12|5,83.57315917346202|80.21646216130941,200.0|2200.0,-0.05072666946359382|0.14481312316794914,5.0,0.054887732129338014,77.39,77.91,78.07,False,False,0.03278154449258446,10,False
R0017,2023-01-10,T1,2600,auto,normal,C,10,H0012,D009,TR078,10,65.1,6|6|3|4,82.09078710524065|80.67261210993604|79.22233574724211|78.28527685417248,1500.0|1500.0|3600.0|2900.0,-0.14597170436548626|0.35262247229216176|0.0548240455599036|0.1627530651050056,4.0,0.04125389982524886,79.98,81.21,82.8,False,False,0.05982619650102194,5,False
R0017,2023-01-10,T1,2600,auto,normal,A,11,H0014,D041,TR061,11,64.4,1|7|10,76.40709423243167|81.38818256304648|81.12099083001043,5000.0|800.0|200.0,0.28911939868998415|0.15188314994674695|0.06603069756121605,4.0,0.061640096734272,82.76,83.09,80.66,False,False,0.08603391113035434,9,False
R0017,2023-01-10,T3,2600,auto,normal,B,12,H0095,D017,TR027,12,62.5,2,77.65047674654254,4300.0,0.1627530651050056,4.0,0.022246833198750947,70.51,73.75,72.82,True,False,0.008471495817197599,11,False
R0018,2023-01-13,T3,1609,auto,soft,C,1,H0038,D017,TR036,1,64.4,3,78.00346692583027,3600.0,0.11744128640943755,9.0,0.07494530519241607,75.76,77.57,75.23,False,False,0.04498946679001855,9,False
R0018,2023-01-13,T3,1609,auto,soft,C,2,H0078,D056,TR037,2,63.7,13|8,83.91085425851642|80.60979657481538,200.0|200.0,-0.23133626495165632|-0.003794351596264768,9.0,0.23253537154879622,82.79,82.94,80.58,False,False,0.37524415825716,2,False
R0018,2023-01-13,T4,1609,auto,soft,C,3,H0112,D011,TR063,3,65.1,12|7,85.11643475874791|82.61967609532365,200.0|800.0,-0.07971821090639905|-0.07971821090639905,11.0,0.1737018554410108,76.66,78.65,77.13,False,False,0.009091668999708239,7,False
R0018,2023-01-13,T2,1609,auto,soft,A,4,H0088,D054,TR027,4,62.1,7,80.04026897064298,800.0,0.15853969107671423,6.0,0.002385228923316355,83.87,81.15,82.28,False,False,0.03316973440381164,6,False
R0018,2023-01-13,T3,1609,auto,soft,B,5,H0002,D001,TR000,5,67.3,1,75.6595171001969,5000.0,0.11668580914072822,7.0,0.007335354601389109,85.82,85.01,80.16,False,False,0.1995493787567212,1,False
R0018,2023-01-13,T2,1609,auto,soft,B,6,H0031,D001,TR030,6,65.1,11,82.09301604190006,200.0,0.4675093422520456,12.0,0.13961442208911282,75.83,77.9,80.08,False,False,0.05648622023459998,8,False
R0018,2023-01-13,T4,1609,auto,soft,A,7,H0081,D004,TR023,7,67.8,7,78.84854496021859,800.0,0.7432541712034423,8.0,0.09951921239221974,76.96,77.13,77.0,False,False,0.04668495024579101,5,False
R0018,2023-01-13,T2,1609,auto,soft,A,8,H0016,D047,TR058,8,64.3,7|6,81.42770469089996|79.36449769086164,800.0|1500.0,0.08683481889421468|0.06603069756121605,7.0,0.10986108149539717,81.61,82.37,81.11,False,False,0.13349028947027508,4,False
R0018,2023-01-13,T4,1609,auto,soft,C,9,H0039,D015,TR060,9,64.3,2|6,79.83664515780622|80.78241738147919,4300.0|1500.0,-0.14597170436548626|-0.46235179266456716,8.0,0.13825075840487777,82.22,83.54,80.51,True,False,0.10129413284191408,3,False
R0019,2023-01-14,T3,2100,volt,normal,B,1,H0119,D039,TR022,1,64.3,12,82.52339604680478,200.0,0.1627530651050056,8.0,0.07129100723058727,78.0,78.27,78.97,False,False,0.028249093841837696,3,False
R0019,2023-01-14,T1,2100,volt,normal,A,2,H0104,D000,TR077,2,62.3,6|7|6,80.73922668655652|81.26194007501832|79.59387213192416,1500.0|800.0|1500.0,-0.05072666946359382|-0.3521335504882296|0.21868859672901295,7.0,0.2541448782660892,76.73,76.96,79.89,False,False,0.013774968876186825,12,False
R0019,2023-01-14,T2,2100,volt,normal,B,3,H0059,D053,TR040,3,62.2,3|1|4,80.24146761629233|78.27699508082142|77.21348822839963,3600.0|5000.0|2900.0,-0.3093465397202384|-0.23133626495165632|0.15853969107671423,9.0,0.002549965837314134,85.49,83.44,83.0,True,False,0.10042097324862341,5,False
R0019,2023-01-14,T2,2100,volt,normal,C,4,H0000,D054,TR049,4,63.5,1|8,77.00736109981939|80.33374283280979,5000.0|200.0,-0.003794351596264768|0.06603069756121605,8.0,0.10407205437598847,81.26,81.77,80.28,False,False,0.03783609459569538,2,False
R0019,2023-01-14,T4,2100,volt,normal,A,5,H0026,D036,TR019,5,68.0,,,,,,0.03431242133494274,83.39,83.82,81.15,False,False,0.2276251931047684,6,False
R0019,2023-01-14,T4,2100,volt,normal,C,6,H0032,D034,TR022,6,64.6,8,79.58447709311316,200.0,0.4869724807855818,8.0,0.1639761800067781,79.1,77.59,76.98,False,False,0.053824260521225624,8,False
R0019,2023-01-14,T4,2100,volt,normal,B,7,H0030,D041,TR058,7,63.0,3|4|1|3,79.21255533559864|80.70345961600395|77.1787597491871|76.8725025004752,3600.0|2900.0|5000.0|3600.0,-0.23133626495165632|-0.15452948206880215|0.06603069756121605|0.11668580914072822,8.0,0.09685507856886082,91.56,90.5,89.5,False,False,0.3207537247401373,1,False
R0019,2023-01-14,T3,2100,volt,normal,A,8,H0033,D026,TR036,8,66.3,8|12,80.81765522142985|83.32165210024269,200.0|200.0,0.7375155684670865|0.06603069756121605,4.0,0.03891044587437037,76.25,76.14,74.37,False,False,0.027607006760347608,9,False
R0019,2023-01-14,T1,2100,volt,normal,B,9,H0049,D021,TR011,9,63.6,,,,,,0.05928661575831334,78.98,82.67,78.7,True,False,0.03007363082236244,10,False
R0019,2023-01-14,T2,2100,volt,normal,C,10,H0095,D021,TR066,10,64.0,2|11,77.65047674654254|83.10070066642011,4300.0|200.0,0.1627530651050056|0.06603069756121605,4.0,0.07801889861387519,73.03,72.03,74.85,False,False,0.0028603162347894976,13,False
R0019,2023-01-14,T3,2100,volt,normal,B,11,H0015,D009,TR032,11,66.5,9|4,81.01989549460315|80.86956147270968,200.0|2900.0,0.4675093422520456|0.002525494009577042,12.0,0.0009553266283149855,75.0,75.93,74.97,False,False,0.018536577873530902,11,False
R0019,2023-01-14,T1,2100,volt,normal,C,12,H0117,D050,TR053,12,66.2,9|1|3,83.51044931909428|77.90504891003894|79.2075504667967,200.0|5000.0|3600.0,-0.14597170436548626|-0.46235179266456716|0.06603069756121605,4.0,0.017064714607726517,80.71,79.93,79.67,False,False,0.03251193166227092,4,False
R0019,2023-01-14,T2,2100,volt,normal,A,13,H0076,D019,TR027,13,62.1,,,,,,0.013709812042050207,78.32,78.41,78.36,False,False,0.10592622771822387,7,False
R0020,2023-01-12,T2,3100,auto,normal,A,1,H0037,D006,TR021,1,64.8,3|13,80.14898452379899|82.63129051650826,3600.0|200.0,-0.07971821090639905|0.1627530651050056,6.0,0.05031933615970331,74.89,76.77,76.53,False,False,0.3231504044418394,6,False
R0020,2023-01-12,T1,3100,auto,normal,B,2,H0025,D032,TR010,2,63.2,14,84.5197243459587,200.0,-0.46235179266456716,7.0,0.16105791503958977,78.28,80.55,77.85,False,False,0.04726593349826571,8,False
R0020,2023-01-12,T3,3100,auto,normal,C,3,H0084,D033,TR026,3,66.3,,,,,,0.09342320853374297,73.97,74.24,74.09,False,False,0.007725996462220774,9,False
R0020,2023-01-12,T4,3100,auto,normal,C,4,H0007,D001,TR064,4,65.7,11,83.04555398017264,200.0,-0.46235179266456716,7.0,0.015362579000435243,78.69,78.21,77.94,False,False,0.21520149855835843,4,False
R0020,2023-01-12,T3,3100,auto,normal,C,5,H0015,D032,TR074,5,66.9,9|4|11,81.01989549460315|80.86956147270968|81.73249126134142,200.0|2900.0|200.0,0.4675093422520456|0.002525494009577042|-0.10875174097479069,-2.0,0.028665923986377725,76.66,77.61,76.47,False,False,0.011322472863547187,2,False
R0020,2023-01-12,T2,3100,auto,normal,B,6,H0094,D043,TR050,6,65.3,8|13,82.89426154412422|82.8001710217338,200.0|200.0,-0.07971821090639905|0.11744128640943755,8.0,0.06795698030429885,73.71,72.19,72.09,False,False,0.008476575266426714,3,False
R0020,2023-01-12,T3,3100,auto,normal,C,7,H0100,D022,TR049,7,62.8,1,78.47587314392149,5000.0,0.06603069756121605,2.0,0.04084491210654635,78.41,80.52,78.62,False,False,0.018603072400184373,7,False
R0020,2023-01-12,T2,3100,auto,normal,B,8,H0051,D032,TR049,8,62.6,,,,,,0.018364731435103164,82.81,82.95,79.72,False,False,0.06748855478086295,1,False
R0020,2023-01-12,T4,3100,auto,normal,A,9,H0064,D017,TR038,9,64.6,11,84.17393675814425,200.0,-0.14597170436548626,10.0,0.010406798429403055,81.84,81.89,83.47,False,False,0.3007654917282944,5,False
R0021,2023-01-10,T1,3100,volt,normal,C,1,H0077,D031,TR029,1,63.2,8|8,79.27921120061524|80.13807660621656,200.0|200.0,0.7432541712034423|0.21868859672901295,3.0,0.009702282897043267,81.19,80.96,82.43,False,False,0.038508070649525,9,False
R0021,2023-01-10,T1,3100,volt,normal,A,2,H0107,D037,TR006,2,65.8,12,82.56892904524722,200.0,0.4675093422520456,9.0,0.02896085866500343,79.54,78.41,80.61,False,False,0.030506833610059333,7,False
R0021,2023-01-10,T2,3100,volt,normal,C,3,H0010,D012,TR047,3,67.5,8,80.65816122433802,200.0,0.28911939868998415,9.0,0.23553370442441687,85.39,81.55,82.38,False,False,0.20448654111103368,2,False
R0021,2023-01-10,T1,3100,volt,normal,B,4,H0031,D054,TR035,4,67.0,11|8,82.09301604190006|78.92646296974368,200.0|200.0,0.4675093422520456|0.4247487214942039,-3.0,0.13684987927827302,77.16,76.98,76.81,False,False,0.04261402260452774,3,False
R0021,2023-01-10,T2,3100,volt,normal,A,5,H0059,D003,TR004,5,66.7,3|1|4|5,80.24146761629233|78.27699508082142|77.21348822839963|79.15699085773758,3600.0|5000.0|2900.0|2200.0,-0.3093465397202384|-0.23133626495165632|0.15853969107671423|-0.3333041369047793,-4.0,0.06148921219158409,85.15,84.05,84.99,False,True,0.24674184193065202,1,False
R0021,2023-01-10,T1,3100,volt,normal,C,6,H0040,D039,TR046,6,65.9,6|2|4|1|2,79.28475095993625|76.44668470771542|79.69341221845413|79.49869303659541|78.35817520652849,1500.0|4300.0|2900.0|5000.0|4300.0,0.45677523755741145|0.15853969107671423|-0.023958380046829514|-0.15452948206880215|0.02185214552344288,0.0,0.006713794743856213,84.16,84.78,81.61,False,False,0.16913984405368213,5,False
R0021,2023-01-10,T2,3100,volt,normal,A,7,H0014,D008,TR016,7,65.7,1|7|10|9,76.40709423243167|81.38818256304648|81.12099083001043|81.89992468112376,5000.0|800.0|200.0|200.0,0.28911939868998415|0.15188314994674695|0.06603069756121605|0.02185214552344288,0.0,0.05972662894808112,81.69,80.6,82.25,False,False,0.09008491760880738,8,False
R0021,2023-01-10,T3,3100,volt,normal,A,8,H0111,D041,TR018,8,66.1,5,80.26338119807475,2200.0,0.26677001990663085,5.0,0.02722296494395709,82.35,81.5,81.34,False,False,0.050588228143660784,4,False
R0021,2023-01-10,T3,3100,volt,normal,B,9,H0050,D029,TR000,9,65.1,6,79.48277986963579,1500.0,0.4675093422520456,9.0,0.14766837331815835,81.64,81.74,79.12,False,False,0.05623749011079417,10,False
R0021,2023-01-10,T4,3100,volt,normal,B,10,H0110,D058,TR029,10,67.7,6,79.29952485084675,1500.0,-0.003794351596264768,6.0,0.07231712761189449,81.71,82.66,82.63,False,False,0.049018107383199845,6,False
R0021,2023-01-10,T2,3100,volt,normal,B,11,H0039,D039,TR017,11,65.8,2|6|3,79.83664515780622|80.78241738147919|76.60978534452195,4300.0|1500.0|3600.0,-0.14597170436548626|-0.46235179266456716|-0.01883211615105837,-3.0,0.018010998781004397,83.22,81.2,81.16,False,False,0.02207410279405775,11,False
R0022,2023-01-12,T4,2600,volt,hard,C,1,H0082,D002,TR031,1,64.1,,,,,,0.1254909778298484,77.54,79.25,77.05,False,False,0.01659321325245452,8,False
R0022,2023-01-12,T2,2600,volt,hard,A,2,H0011,D004,TR013,2,64.0,1|3,76.87555851094106|80.54579230491156,5000.0|3600.0,0.45677523755741145|-0.35626397106142593,10.0,0.03771510720418201,83.12,83.92,83.0,False,True,0.23654547364544806,4,False
R0022,2023-01-12,T2,2600,volt,hard,C,3,H0048,D040,TR051,3,66.6,2,79.6452916563294,4300.0,-0.3093465397202384,11.0,0.011727570499982375,83.18,83.4,82.14,False,False,0.025246892640307616,5,False
R0022,2023-01-12,T2,2600,volt,hard,B,4,H0094,D027,TR002,4,66.3,8|13|3,82.89426154412422|82.8001710217338|80.56589222030634,200.0|200.0|3600.0,-0.07971821090639905|0.11744128640943755|-0.36514805226380964,0.0,0.04074270276514723,71.94,71.4,72.22,False,False,0.005495027002262939,6,False
R0022,2023-01-12,T1,2600,volt,hard,C,5,H0006,D013,TR019,5,62.4,1|8,79.46875101270004|82.69883740416809,5000.0|200.0,-0.3093465397202384|-0.14597170436548626,10.0,0.08684038471518415,79.29,80.3,80.97,False,False,0.0465655010009177,12,False
R0022,2023-01-12,T3,2600,volt,hard,B,6,H0003,D012,TR057,6,64.5,6,82.04012011199633,1500.0,-0.35626397106142593,10.0,0.10227902392368018,83.82,83.34,82.16,False,True,0.16636051389827133,1,False
R0022,2023-01-12,T3,2600,volt,hard,B,7,H0029,D039,TR001,7,67.1,8|7,81.53247891970267|79.81378530241157,200.0|800.0,-0.023958380046829514|-0.003794351596264768,8.0,0.01581519722866091,84.51,81.9,82.3,False,False,0.08064189950311361,7,False
R0022,2023-01-12,T4,2600,volt,hard,A,8,H0042,D031,TR079,8,68.0,,,,,,0.08878677150030698,77.95,75.99,77.76,False,False,0.012906310390500763,13,False
R0022,2023-01-12,T4,2600,volt,hard,B,9,H0005,D038,TR032,9,66.1,9,82.38818683896925,200.0,-0.3521335504882296,7.0,0.2027800410376238,74.38,75.49,74.28,False,False,0.009335601012293401,10,False
R0022,2023-01-12,T4,2600,volt,hard,C,10,H0116,D016,TR031,10,63.6,5,81.04897480466845,2200.0,-0.15452948206880215,5.0,0.028890712607145035,82.88,80.58,83.37,False,False,0.03939742806434085,11,False
R0022,2023-01-12,T3,2600,volt,hard,A,11,H0057,D031,TR042,11,63.2,,,,,,0.04256540676258862,88.38,88.12,87.04,True,False,0.22697658032307977,3,False
R0022,2023-01-12,T1,2600,volt,hard,C,12,H0085,D051,TR051,12,62.4,4|2|2,79.71750088084981|78.66780539090823|76.329165607374,2900.0|4300.0|4300.0,0.15188314994674695|0.08683481889421468|0.11668580914072822,6.0,0.05253187482872876,82.47,81.17,80.38,False,False,0.07217585280500702,2,False
R0022,2023-01-12,T2,2600,volt,hard,C,13,H0053,D018,TR036,13,65.1,9,82.18485957545538,200.0,0.14481312316794914,7.0,0.05017597719767571,77.97,79.14,75.97,False,False,0.06175970646200239,9,False
R0023,2023-01-12,T4,3100,volt,normal,B,1,H0114,D007,TR002,1,64.3,4,78.9021852224801,2900.0,0.04151742709930327,8.0,0.005462158726517253,81.41,80.89,81.14,False,False,0.03242185678895302,5,False
R0023,2023-01-12,T3,3100,volt,normal,A,2,H0026,D056,TR076,2,67.0,6,79.48551753223389,1500.0,-0.3333041369047793,-2.0,0.12051097290064924,82.19,82.43,81.75,False,False,0.30012733292946475,1,False
R0023,2023-01-12,T3,3100,volt,normal,C,3,H0106,D035,TR041,3,64.9,5|7,79.83695176788831|78.98509213737134,2200.0|800.0,-0.3521335504882296|0.4869724807855818,6.0,0.026983059706940433,75.66,76.35,75.9,False,False,0.10932229337996723,10,False
R0023,2023-01-12,T2,3100,volt,normal,C,4,H0071,D012,TR062,4,62.3,3,78.08697685429273,3600.0,0.4675093422520456,11.0,0.018373518021005054,76.29,75.32,75.98,False,False,0.010195557291728196,12,False
R0023,2023-01-12,T3,3100,volt,normal,C,5,H0075,D010,TR025,5,63.4,8,81.66022666112691,200.0,-0.23133626495165632,8.0,0.06634024359765892,81.9,82.4,81.06,False,False,0.10649006235201777,6,False
R0023,2023-01-12,T4,3100,volt,normal,B,6,H0080,D025,TR023,6,64.8,3,77.95491371015439,3600.0,0.7375155684670865,9.0,0.04959039269256701,82.6,82.63,80.79,False,False,0.12446720314739253,7,False
R0023,2023-01-12,T4,3100,volt,normal,C,7,H0084,D043,TR018,7,67.1,9,83.49901649554965,200.0,-0.36514805226380964,0.0,0.0030521314250741716,72.95,73.51,73.47,False,True,0.013293230326554311,11,False
